country,year,disaster_type,exports_goods_services_gdp_pct,gdp_current_usd,gdp_growth_pct,gdp_per_capita_current_usd,imports_goods_services_gdp_pct,inflation_consumer_prices_pct,trade_gdp_pct,current_account_balance_gdp_pct,external_debt_stocks_gni_pct,fdi_net_inflows_gdp_pct,Gini index,life_expectancy_birth_female_yrs,life_expectancy_birth_male_yrs,life_expectancy_birth_total_yrs,population_growth_annual_pct,poverty_headcount_ratio_3ppp_pct,unemployment_total_pct_labor_force_social,urban_population_pct_total,total_exports_usd,total_exports_tonnes,total_imports_usd,total_imports_tonnes,total_production_tonnes,avg_yield_kg_ha,total_livestock_head,num_disasters,total_deaths,total_affected,total_homeless,total_damage_adjusted_usd,avg_magnitude,employment_to_pop_ratio_female,employment_to_pop_ratio_male,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",employment_to_pop_ratio_1524_female,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",employment_to_pop_ratio_1524_male,employment_to_pop_ratio_1524_total,Unemployment with advanced education (% of total labor force with advanced education),unemployment_advanced_education_female,unemployment_advanced_education_male,unemployment_basic_education,unemployment_basic_education_female,unemployment_basic_education_male,unemployment_female,unemployment_male,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment_youth_female,unemployment_youth_male,unemployment_youth_total,rural_population,total_population,population_female,population_male,urban_population,urbanization_pct,exports_goods_services_gdp_pct_imputed,gdp_current_usd_imputed,gdp_growth_pct_imputed,gdp_per_capita_current_usd_imputed,imports_goods_services_gdp_pct_imputed,inflation_consumer_prices_pct_imputed,trade_gdp_pct_imputed,current_account_balance_gdp_pct_imputed,external_debt_stocks_gni_pct_imputed,fdi_net_inflows_gdp_pct_imputed,Gini index_imputed,life_expectancy_birth_female_yrs_imputed,life_expectancy_birth_male_yrs_imputed,life_expectancy_birth_total_yrs_imputed,population_growth_annual_pct_imputed,poverty_headcount_ratio_3ppp_pct_imputed,unemployment_total_pct_labor_force_social_imputed,urban_population_pct_total_imputed,total_exports_usd_imputed,total_exports_tonnes_imputed,total_imports_usd_imputed,total_imports_tonnes_imputed,total_production_tonnes_imputed,avg_yield_kg_ha_imputed,total_livestock_head_imputed,num_disasters_imputed,total_deaths_imputed,total_affected_imputed,total_homeless_imputed,total_damage_adjusted_usd_imputed,avg_magnitude_imputed,employment_to_pop_ratio_female_imputed,employment_to_pop_ratio_male_imputed,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)_imputed",employment_to_pop_ratio_1524_female_imputed,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)_imputed",employment_to_pop_ratio_1524_male_imputed,employment_to_pop_ratio_1524_total_imputed,Unemployment with advanced education (% of total labor force with advanced education)_imputed,unemployment_advanced_education_female_imputed,unemployment_advanced_education_male_imputed,unemployment_basic_education_imputed,unemployment_basic_education_female_imputed,unemployment_basic_education_male_imputed,unemployment_female_imputed,unemployment_male_imputed,"Unemployment, total (% of total labor force) (modeled ILO estimate)_imputed",unemployment_youth_female_imputed,unemployment_youth_male_imputed,unemployment_youth_total_imputed,rural_population_imputed,total_population_imputed,population_female_imputed,population_male_imputed,urban_population_imputed,urbanization_pct_imputed,trade_dependency_index,resilience_score,gdp_growth_pct_lag1,gdp_growth_pct_lag2,trade_gdp_pct_lag1,trade_gdp_pct_lag2,inflation_consumer_prices_pct_lag1,inflation_consumer_prices_pct_lag2,poverty_headcount_ratio_3ppp_pct_lag1,poverty_headcount_ratio_3ppp_pct_lag2,exports_imports_ratio,gdp_per_capita_growth,trade_balance_gdp_pct
Argentina,2022,Wildfire,16.248014443903,632790070063.124,5.26987967384072,13935.6811110049,15.2996935612041,4.2482744363930935,31.5477080051071,0.0,42.9676924073569,2.402155349277,40.7,78.318,73.249,75.806,0.210808731072658,1.3,6.805,92.347,4.0,0.001,64.0,0.016,228197481.94,10474.310666666668,81003946.0,1.0,0.0,124085.0,0.0,825342000.0,92.56,47.884,67.062,26.109,25.997,35.266,35.385,30.797,2.898,3.136,2.584,7.777,9.832,6.691,7.682,6.145,6.805,20.723,17.745,19.004,3544546.0,45407904.0,22880775.0,22527129.0,42768727.0,94.18784667973225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5477080051071,0.09818215289763978,10.4418119882506,10.4418119882506,33.078689567466,33.078689567466,4.2482744363930935,4.2482744363930935,1.4,1.4,1.0619829984767528,29.778895991730202,0.9483208826988996
Argentina,2023,Flood,12.7492457826544,646075277525.125,0.0,14187.4827252965,13.8912663507893,4.2482744363930935,26.6405121334437,0.0,42.0664911888795,3.69401868015696,42.4,79.875,74.805,77.395,0.286976121920089,1.2,6.139,92.463,0.0,0.0,72.0,0.018,162525873.99,10279.902666666669,82615067.0,1.0,0.0,38000.0,0.0,0.0,121.28,49.36,67.886,27.776,27.716,36.222,36.341,32.103,2.494,2.838,2.049,7.187,8.522,6.489,6.793,5.641,6.139,19.379,16.867,17.946,3520257.0,45538401.0,22941416.0,22596984.0,43186763.0,94.83592320248574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6405121334437,0.10769579053702198,5.26987967384072,10.4418119882506,31.5477080051071,33.078689567466,4.2482744363930935,4.2482744363930935,1.3,1.4,0.91778859181762,1.8068841579099715,-1.1420205681348996
Argentina,2023,Storm,12.7492457826544,646075277525.125,0.0,14187.4827252965,13.8912663507893,4.2482744363930935,26.6405121334437,0.0,42.0664911888795,3.69401868015696,42.4,79.875,74.805,77.395,0.286976121920089,1.2,6.139,92.463,0.0,0.0,72.0,0.018,162525873.99,10279.902666666669,82615067.0,2.0,13.0,14000.0,0.0,128687000.0,150.0,49.36,67.886,27.776,27.716,36.222,36.341,32.103,2.494,2.838,2.049,7.187,8.522,6.489,6.793,5.641,6.139,19.379,16.867,17.946,3520257.0,45538401.0,22941416.0,22596984.0,43186763.0,94.83592320248574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6405121334437,0.10769579053702198,0.0,5.26987967384072,26.6405121334437,31.5477080051071,4.2482744363930935,4.2482744363930935,1.2,1.3,0.91778859181762,0.0,-1.1420205681348996
Argentina,2023,Wildfire,12.7492457826544,646075277525.125,0.0,14187.4827252965,13.8912663507893,4.2482744363930935,26.6405121334437,0.0,42.0664911888795,3.69401868015696,42.4,79.875,74.805,77.395,0.286976121920089,1.2,6.139,92.463,0.0,0.0,72.0,0.018,162525873.99,10279.902666666669,82615067.0,1.0,0.0,800.0,0.0,0.0,150.0,49.36,67.886,27.776,27.716,36.222,36.341,32.103,2.494,2.838,2.049,7.187,8.522,6.489,6.793,5.641,6.139,19.379,16.867,17.946,3520257.0,45538401.0,22941416.0,22596984.0,43186763.0,94.83592320248574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6405121334437,0.10769579053702198,0.0,0.0,26.6405121334437,26.6405121334437,4.2482744363930935,4.2482744363930935,1.2,1.2,0.91778859181762,0.0,-1.1420205681348996
Argentina,2024,Flood,15.3342337389676,633266692533.689,0.0,13858.2039802008,12.8251676959106,4.2482744363930935,28.1594014348782,0.992524625340439,42.0664911888795,1.80507987944047,42.4,79.875,74.805,77.395,0.345829819817895,1.2,7.876,92.579,0.0,0.0,68.0,0.017,162525873.99,10279.902666666669,82615067.0,2.0,0.0,402400.0,0.0,0.0,150.0,48.47,66.447,26.489,27.716,34.855,36.341,30.776,2.494,2.838,2.049,7.187,8.522,6.489,8.434,7.452,7.876,22.983,19.838,21.188,3520257.0,45538401.0,22941416.0,22596984.0,43186763.0,94.83592320248574,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,28.1594014348782,0.10265756796714702,0.0,0.0,26.6405121334437,26.6405121334437,4.2482744363930935,4.2482744363930935,1.2,1.2,1.1956361197411114,-2.320910280359967,2.5090660430569987
Argentina,2024,Storm,15.3342337389676,633266692533.689,0.0,13858.2039802008,12.8251676959106,4.2482744363930935,28.1594014348782,0.992524625340439,42.0664911888795,1.80507987944047,42.4,79.875,74.805,77.395,0.345829819817895,1.2,7.876,92.579,0.0,0.0,68.0,0.017,162525873.99,10279.902666666669,82615067.0,1.0,1.0,400000.0,0.0,250000000.0,150.0,48.47,66.447,26.489,27.716,34.855,36.341,30.776,2.494,2.838,2.049,7.187,8.522,6.489,8.434,7.452,7.876,22.983,19.838,21.188,3520257.0,45538401.0,22941416.0,22596984.0,43186763.0,94.83592320248574,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,28.1594014348782,0.10265756796714702,0.0,0.0,28.1594014348782,26.6405121334437,4.2482744363930935,4.2482744363930935,1.2,1.2,1.1956361197411114,0.0,2.5090660430569987
Australia,2000,Flood,19.3902280759468,416167815092.908,3.9215029305806,21870.4159669594,21.5449829026037,4.45743514797224,40.9352109785505,0.0,26.18353610521824,3.57859921888914,33.5,82.0,76.6,79.2341463414634,1.14447285147721,1.0,6.288,84.235,0.0,0.0,0.0,0.0,122078560.5,11808.606493506491,151292805.0,1.0,0.0,600.0,0.0,482738000.0,112000.0,51.303,67.56,60.771,60.765,62.611,62.597,61.708,3.65,3.41,3.9,10.25,9.6,10.81,6.07,6.459,6.288,11.224,12.875,12.084,3005744.0,19132471.0,9636164.0,9496308.0,16060093.0,83.94155151208645,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9352109785505,0.07182334694420008,,,,,,,,,0.8999880929867669,,-2.154754826656898
Australia,2000,Infestation,19.3902280759468,416167815092.908,3.9215029305806,21870.4159669594,21.5449829026037,4.45743514797224,40.9352109785505,0.0,26.18353610521824,3.57859921888914,33.5,82.0,76.6,79.2341463414634,1.14447285147721,1.0,6.288,84.235,0.0,0.0,0.0,0.0,122078560.5,11808.606493506491,151292805.0,1.0,0.0,0.0,0.0,218599000.0,56088.333333333336,51.303,67.56,60.771,60.765,62.611,62.597,61.708,3.65,3.41,3.9,10.25,9.6,10.81,6.07,6.459,6.288,11.224,12.875,12.084,3005744.0,19132471.0,9636164.0,9496308.0,16060093.0,83.94155151208645,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9352109785505,0.07182334694420008,3.9215029305806,,40.9352109785505,,4.45743514797224,,1.0,,0.8999880929867669,0.0,-2.154754826656898
Australia,2000,Storm,19.3902280759468,416167815092.908,3.9215029305806,21870.4159669594,21.5449829026037,4.45743514797224,40.9352109785505,0.0,26.18353610521824,3.57859921888914,33.5,82.0,76.6,79.2341463414634,1.14447285147721,1.0,6.288,84.235,0.0,0.0,0.0,0.0,122078560.5,11808.606493506491,151292805.0,3.0,1.0,1350.0,0.0,273248000.0,176.66666666666666,51.303,67.56,60.771,60.765,62.611,62.597,61.708,3.65,3.41,3.9,10.25,9.6,10.81,6.07,6.459,6.288,11.224,12.875,12.084,3005744.0,19132471.0,9636164.0,9496308.0,16060093.0,83.94155151208645,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9352109785505,0.07182334694420008,3.9215029305806,3.9215029305806,40.9352109785505,40.9352109785505,4.45743514797224,4.45743514797224,1.0,1.0,0.8999880929867669,0.0,-2.154754826656898
Australia,2000,Wildfire,19.3902280759468,416167815092.908,3.9215029305806,21870.4159669594,21.5449829026037,4.45743514797224,40.9352109785505,0.0,26.18353610521824,3.57859921888914,33.5,82.0,76.6,79.2341463414634,1.14447285147721,1.0,6.288,84.235,0.0,0.0,0.0,0.0,122078560.5,11808.606493506491,151292805.0,1.0,0.0,200.0,0.0,0.0,10601.666666666666,51.303,67.56,60.771,60.765,62.611,62.597,61.708,3.65,3.41,3.9,10.25,9.6,10.81,6.07,6.459,6.288,11.224,12.875,12.084,3005744.0,19132471.0,9636164.0,9496308.0,16060093.0,83.94155151208645,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9352109785505,0.07182334694420008,3.9215029305806,3.9215029305806,40.9352109785505,40.9352109785505,4.45743514797224,4.45743514797224,1.0,1.0,0.8999880929867669,0.0,-2.154754826656898
Australia,2001,Flood,22.1523263999819,379629301675.108,2.02510553454593,19695.7297379144,22.0663780990158,4.40713536201469,44.2187044989977,0.0,26.18353610521824,2.82305214676613,33.5,82.4,77.0,79.6341463414634,1.28396809127349,1.0,6.747,84.1,0.0,0.0,0.0,0.0,110182418.0,11810.9641025641,144203460.0,4.0,4.0,3970.0,0.0,398607000.0,21026.666666666668,51.6,66.973,60.582,60.579,61.705,61.692,61.154,3.36,3.26,3.47,10.65,10.04,11.22,6.451,6.982,6.747,12.282,14.576,13.476,3063632.0,19365433.0,9755109.0,9610324.0,16204901.0,83.67951803608005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2187044989977,0.06510294867136013,3.9215029305806,3.9215029305806,40.9352109785505,40.9352109785505,4.45743514797224,4.45743514797224,1.0,1.0,1.0038949890453446,-9.943506480765596,0.0859483009660984
Australia,2001,Storm,22.1523263999819,379629301675.108,2.02510553454593,19695.7297379144,22.0663780990158,4.40713536201469,44.2187044989977,0.0,26.18353610521824,2.82305214676613,33.5,82.4,77.0,79.6341463414634,1.28396809127349,1.0,6.747,84.1,0.0,0.0,0.0,0.0,110182418.0,11810.9641025641,144203460.0,3.0,2.0,180.0,0.0,11692000.0,112.0,51.6,66.973,60.582,60.579,61.705,61.692,61.154,3.36,3.26,3.47,10.65,10.04,11.22,6.451,6.982,6.747,12.282,14.576,13.476,3063632.0,19365433.0,9755109.0,9610324.0,16204901.0,83.67951803608005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2187044989977,0.06510294867136013,2.02510553454593,3.9215029305806,44.2187044989977,40.9352109785505,4.40713536201469,4.45743514797224,1.0,1.0,1.0038949890453446,0.0,0.0859483009660984
Australia,2001,Wildfire,22.1523263999819,379629301675.108,2.02510553454593,19695.7297379144,22.0663780990158,4.40713536201469,44.2187044989977,0.0,26.18353610521824,2.82305214676613,33.5,82.4,77.0,79.6341463414634,1.28396809127349,1.0,6.747,84.1,0.0,0.0,0.0,0.0,110182418.0,11810.9641025641,144203460.0,2.0,0.0,4400.0,0.0,159443000.0,2890.0,51.6,66.973,60.582,60.579,61.705,61.692,61.154,3.36,3.26,3.47,10.65,10.04,11.22,6.451,6.982,6.747,12.282,14.576,13.476,3063632.0,19365433.0,9755109.0,9610324.0,16204901.0,83.67951803608005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2187044989977,0.06510294867136013,2.02510553454593,2.02510553454593,44.2187044989977,44.2187044989977,4.40713536201469,4.40713536201469,1.0,1.0,1.0038949890453446,0.0,0.0859483009660984
Australia,2002,Drought,20.7266612553969,395788696012.059,3.97958568067362,20301.8431713256,20.7224309468224,2.98157453936348,41.4490922022193,0.0,26.18353610521824,3.70306730541189,33.5,82.6,77.4,79.9365853658537,1.1375387361946,1.0,6.375,84.222,0.0,0.0,0.0,0.0,117497563.9,11716.157692307694,140394153.0,1.0,0.0,0.0,0.0,3487855000.0,1500.0,51.938,67.223,60.224,60.22,61.804,61.793,61.029,3.46,3.42,3.52,9.96,8.46,11.33,6.173,6.535,6.375,11.725,13.775,12.794,3072827.0,19595355.0,9869897.0,9725459.0,16402364.000000002,83.70536793030799,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4490922022193,0.07293045879011163,2.02510553454593,2.02510553454593,44.2187044989977,44.2187044989977,4.40713536201469,4.40713536201469,1.0,1.0,1.000204141521106,3.0773850041434514,0.00423030857449902
Australia,2002,Storm,20.7266612553969,395788696012.059,3.97958568067362,20301.8431713256,20.7224309468224,2.98157453936348,41.4490922022193,0.0,26.18353610521824,3.70306730541189,33.5,82.6,77.4,79.9365853658537,1.1375387361946,1.0,6.375,84.222,0.0,0.0,0.0,0.0,117497563.9,11716.157692307694,140394153.0,3.0,0.0,120.0,9.0,0.0,110.0,51.938,67.223,60.224,60.22,61.804,61.793,61.029,3.46,3.42,3.52,9.96,8.46,11.33,6.173,6.535,6.375,11.725,13.775,12.794,3072827.0,19595355.0,9869897.0,9725459.0,16402364.000000002,83.70536793030799,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4490922022193,0.07293045879011163,3.97958568067362,2.02510553454593,41.4490922022193,44.2187044989977,2.98157453936348,4.40713536201469,1.0,1.0,1.000204141521106,0.0,0.00423030857449902
Australia,2002,Wildfire,20.7266612553969,395788696012.059,3.97958568067362,20301.8431713256,20.7224309468224,2.98157453936348,41.4490922022193,0.0,26.18353610521824,3.70306730541189,33.5,82.6,77.4,79.9365853658537,1.1375387361946,1.0,6.375,84.222,0.0,0.0,0.0,0.0,117497563.9,11716.157692307694,140394153.0,1.0,2.0,0.0,240.0,87196000.0,16585.833333333332,51.938,67.223,60.224,60.22,61.804,61.793,61.029,3.46,3.42,3.52,9.96,8.46,11.33,6.173,6.535,6.375,11.725,13.775,12.794,3072827.0,19595355.0,9869897.0,9725459.0,16402364.000000002,83.70536793030799,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4490922022193,0.07293045879011163,3.97958568067362,3.97958568067362,41.4490922022193,41.4490922022193,2.98157453936348,2.98157453936348,1.0,1.0,1.000204141521106,0.0,0.00423030857449902
Australia,2003,Flood,19.0572127285496,467739079790.332,3.09076190489348,23718.1338501868,21.1443541839952,2.73259596616786,40.2015669125448,0.0,26.18353610521824,1.92099536209977,33.5,82.8,77.8,80.2390243902439,1.15019273319182,1.0,5.933,84.343,0.0,0.0,0.0,0.0,98755363.69,11634.161538461538,131771668.0,4.0,1.0,470.0,0.0,131301000.0,33061.666666666664,52.661,67.44,61.223,61.222,62.407,62.398,61.826,3.6,3.34,3.84,9.58,8.76,10.37,5.984,5.891,5.933,11.281,12.596,11.962,3084036.0,19819454.0,9981197.0,9838257.0,16612936.000000002,83.82136056825784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2015669125448,0.05707938391762313,3.97958568067362,3.97958568067362,41.4490922022193,41.4490922022193,2.98157453936348,2.98157453936348,1.0,1.0,0.9012908392810871,16.827490243281872,-2.0871414554456003
Australia,2003,Storm,19.0572127285496,467739079790.332,3.09076190489348,23718.1338501868,21.1443541839952,2.73259596616786,40.2015669125448,0.0,26.18353610521824,1.92099536209977,33.5,82.8,77.8,80.2390243902439,1.15019273319182,1.0,5.933,84.343,0.0,0.0,0.0,0.0,98755363.69,11634.161538461538,131771668.0,5.0,1.0,2040.0,30.0,158585000.0,115.0,52.661,67.44,61.223,61.222,62.407,62.398,61.826,3.6,3.34,3.84,9.58,8.76,10.37,5.984,5.891,5.933,11.281,12.596,11.962,3084036.0,19819454.0,9981197.0,9838257.0,16612936.000000002,83.82136056825784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2015669125448,0.05707938391762313,3.09076190489348,3.97958568067362,40.2015669125448,41.4490922022193,2.73259596616786,2.98157453936348,1.0,1.0,0.9012908392810871,0.0,-2.0871414554456003
Australia,2003,Wildfire,19.0572127285496,467739079790.332,3.09076190489348,23718.1338501868,21.1443541839952,2.73259596616786,40.2015669125448,0.0,26.18353610521824,1.92099536209977,33.5,82.8,77.8,80.2390243902439,1.15019273319182,1.0,5.933,84.343,0.0,0.0,0.0,0.0,98755363.69,11634.161538461538,131771668.0,1.0,4.0,2500.0,0.0,511565000.0,30000.0,52.661,67.44,61.223,61.222,62.407,62.398,61.826,3.6,3.34,3.84,9.58,8.76,10.37,5.984,5.891,5.933,11.281,12.596,11.962,3084036.0,19819454.0,9981197.0,9838257.0,16612936.000000002,83.82136056825784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2015669125448,0.05707938391762313,3.09076190489348,3.09076190489348,40.2015669125448,40.2015669125448,2.73259596616786,2.73259596616786,1.0,1.0,0.9012908392810871,0.0,-2.0871414554456003
Australia,2004,Flood,17.1624682179729,614659980082.515,4.22428481359962,30836.7306824685,19.8471453750713,2.34325522482583,37.0096135930442,0.0,26.18353610521824,6.98071685334312,33.1,83.0,78.1,80.490243902439,1.06919812205752,0.7,5.399,84.463,0.0,0.0,0.0,0.0,123768071.05,11880.633333333331,134806413.0,3.0,3.0,3620.0,0.0,87189000.0,438123.3333333333,52.682,67.839,61.568,61.565,62.752,62.742,62.172,3.25,3.12,3.37,8.68,7.73,9.57,5.544,5.283,5.399,10.865,11.833,11.366,3099437.0,20046677.0,10093829.0,9952848.0,16848992.0,84.04880270181437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0096135930442,0.1020843145505446,3.09076190489348,3.09076190489348,40.2015669125448,40.2015669125448,2.73259596616786,2.73259596616786,1.0,1.0,0.8647323276792014,30.013309129822762,-2.684677157098399
Australia,2004,Infestation,17.1624682179729,614659980082.515,4.22428481359962,30836.7306824685,19.8471453750713,2.34325522482583,37.0096135930442,0.0,26.18353610521824,6.98071685334312,33.1,83.0,78.1,80.490243902439,1.06919812205752,0.7,5.399,84.463,0.0,0.0,0.0,0.0,123768071.05,11880.633333333331,134806413.0,1.0,0.0,0.0,0.0,0.0,328623.5,52.682,67.839,61.568,61.565,62.752,62.742,62.172,3.25,3.12,3.37,8.68,7.73,9.57,5.544,5.283,5.399,10.865,11.833,11.366,3099437.0,20046677.0,10093829.0,9952848.0,16848992.0,84.04880270181437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0096135930442,0.1020843145505446,4.22428481359962,3.09076190489348,37.0096135930442,40.2015669125448,2.34325522482583,2.73259596616786,0.7,1.0,0.8647323276792014,0.0,-2.684677157098399
Australia,2004,Storm,17.1624682179729,614659980082.515,4.22428481359962,30836.7306824685,19.8471453750713,2.34325522482583,37.0096135930442,0.0,26.18353610521824,6.98071685334312,33.1,83.0,78.1,80.490243902439,1.06919812205752,0.7,5.399,84.463,0.0,0.0,0.0,0.0,123768071.05,11880.633333333331,134806413.0,3.0,3.0,645.0,0.0,99646000.0,219123.66666666663,52.682,67.839,61.568,61.565,62.752,62.742,62.172,3.25,3.12,3.37,8.68,7.73,9.57,5.544,5.283,5.399,10.865,11.833,11.366,3099437.0,20046677.0,10093829.0,9952848.0,16848992.0,84.04880270181437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0096135930442,0.1020843145505446,4.22428481359962,4.22428481359962,37.0096135930442,37.0096135930442,2.34325522482583,2.34325522482583,0.7,0.7,0.8647323276792014,0.0,-2.684677157098399
Australia,2005,Flood,18.224372786193,695692898676.56,3.15416753184221,34479.7679298388,20.9363741866049,2.69183168316832,39.1607469727979,0.0,26.18353610521824,0.0,33.33,83.3,78.5,80.8414634146341,1.21729073052406,0.7,5.036,84.582,0.0,0.0,0.0,0.0,119663289.02,12152.728205128204,135505361.0,1.0,3.0,3000.0,0.0,93163000.0,109623.83333333331,54.067,68.671,62.372,62.371,64.181,64.175,63.295,3.02,2.99,3.06,8.77,8.26,9.23,5.225,4.882,5.036,10.341,10.877,10.619,3120469.0,20294490.0,10216137.0,10078353.0,17118434.0,84.35015612612094,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1607469727979,0.03999262070998674,4.22428481359962,4.22428481359962,37.0096135930442,37.0096135930442,2.34325522482583,2.34325522482583,0.7,0.7,0.8704646097628959,11.813954225184652,-2.7120014004119
Australia,2005,Storm,18.224372786193,695692898676.56,3.15416753184221,34479.7679298388,20.9363741866049,2.69183168316832,39.1607469727979,0.0,26.18353610521824,0.0,33.56,83.3,78.5,80.8414634146341,1.21729073052406,0.7,5.036,84.582,0.0,0.0,0.0,0.0,119663289.02,12152.728205128204,135505361.0,2.0,1.0,1200.0,0.0,67463000.0,124.0,54.067,68.671,62.372,62.371,64.181,64.175,63.295,3.02,2.99,3.06,8.77,8.26,9.23,5.225,4.882,5.036,10.341,10.877,10.619,3120469.0,20294490.0,10216137.0,10078353.0,17118434.0,84.35015612612094,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1607469727979,0.03999262070998674,3.15416753184221,4.22428481359962,39.1607469727979,37.0096135930442,2.69183168316832,2.34325522482583,0.7,0.7,0.8704646097628959,0.0,-2.7120014004119
