country,top_partner,top_partner_share_pct,trade_gdp_pct,gdp_latest_year,gdp_latest_usd,gdp_2026_proj_usd,projected_exports_2026_usd,exports_to_top_partner_2026_usd,export_loss_usd_if_top_partner_cuts_40pct,gdp_loss_pct_if_top_partner_cuts_40pct,TDI,hh_index,total_exports_latest_usd
Croatia,Australia,8.333333333333332,102.716218689318,2024,92526176108.621,99065307457.9143,101756137853.7165,8479678154.476376,3391871261.79055,3.4238739563105995,8.559684890776499,0.08333333333333334,48
Belgium,Afghanistan,4.166666666666666,158.452949662035,2024,664564181486.953,679812837964.5941,1077183493936.0898,44882645580.67041,17953058232.268166,2.64088249436725,6.602206235918125,0.041666666666666664,96
Sweden,Afghanistan,4.166666666666666,104.810994271736,2024,610117791237.089,620054525514.6914,649885313218.8431,27078554717.451797,10831421886.98072,1.7468499045289336,4.367124761322334,0.041666666666666664,96
