country,year,gdp_growth_pct,inflation_consumer_prices_pct,trade_gdp_pct,poverty_rate,resilience_score
Afghanistan,2025,1.8627736615655648,0.02470321578572765,67.60961950161038,7.153261511546585,-0.03685716447409158
Afghanistan,2026,1.2261081477737996,-0.016886481304909218,67.66955177142604,7.153261511546585,-0.03685716447409158
Afghanistan,2027,0.765592777024378,-0.09373065204810782,67.75464131036,7.153261511546585,-0.03685716447409158
Afghanistan,2028,0.42246452197198847,-0.18772540202485466,67.85801194674949,7.153261511546585,-0.03685716447409158
Afghanistan,2029,0.15861947996108716,-0.2885618109372956,67.97477585374938,7.153261511546585,-0.03685716447409158
Afghanistan,2030,-0.050884599144376264,-0.39058206209600765,68.10140697539924,7.153261511546585,-0.03685716447409158
Argentina,2025,1.1809692399635128,,28.69583283665414,1.0835249999999954,0.12977734882836364
Argentina,2026,1.6568942414993661,,29.170248199817213,1.0826249999999953,0.12977734882836364
Argentina,2027,2.000835601273896,,29.58810837184247,1.087424999999996,0.12977734882836364
Argentina,2028,2.25792858080432,,29.955137411582925,1.087424999999996,0.12977734882836364
Argentina,2029,2.4563241733406516,,30.27690988820343,1.087724999999996,0.12977734882836364
Argentina,2030,2.61380827285123,,30.55864098083193,1.087724999999996,0.12977734882836364
Australia,2025,2.0880690255411283,2.8778939889882262,46.464440595653585,0.44970000000000004,0.11207094238307717
Australia,2026,2.223521374608845,2.691270600854069,45.69664205587643,0.4499999999999999,0.11207094238307717
Australia,2027,2.3531257261491083,2.5799531911458446,45.02455149925878,0.4499999999999999,0.11207094238307717
Australia,2028,2.47830054938074,2.5229960336949473,44.453902459746175,0.4508999999999999,0.11207094238307717
Australia,2029,2.5959218278068015,2.5028145574593044,43.9828216270414,0.4508999999999999,0.11207094238307717
Australia,2030,2.702517784119032,2.5057865229751646,43.60387254342252,0.4508999999999999,0.11207094238307717
Bangladesh,2025,5.1484490826729195,10.406271312508654,28.07746502387986,7.2,0.06241768109481413
Bangladesh,2026,5.474274551590554,10.327534193704944,29.23719208052391,7.2,0.06241768109481413
Bangladesh,2027,5.724205425234752,10.233590684716896,30.27269414422838,7.2,0.06241768109481413
Bangladesh,2028,5.916093982175732,10.127902475301587,31.197001780511314,7.2,0.06241768109481413
Bangladesh,2029,6.0635289191521435,10.013427223083466,32.02127512114869,7.2,0.06241768109481413
Bangladesh,2030,6.176862211302586,9.892690491944316,32.75520558722172,7.2,0.06241768109481413
Belgium,2025,2.3554861640484033,2.7935194445692524,160.27697973197277,0.10859999999999985,0.08285388455559588
Belgium,2026,2.585017378127745,1.8344067659251024,158.57290658275087,0.08040000000000028,0.08285388455559588
Belgium,2027,2.5338616312935036,2.4277293632543717,160.9494739727648,0.08670000000000032,0.08285388455559588
Belgium,2028,2.5899555543398085,2.7684472037001626,162.11787670605366,0.08310000000000027,0.08285388455559588
Belgium,2029,2.599133881089716,2.866807158349612,162.66185554018304,0.08310000000000027,0.08285388455559588
Belgium,2030,2.548423330128476,2.8600847621418914,162.776791876263,0.08850000000000031,0.08285388455559588
Canada,2025,2.3788229781326535,2.1931993270454937,64.83146519561694,0.18360000000000093,0.1013685886140576
Canada,2026,2.6500947364407312,2.1514360549335017,64.6614824579133,0.18810000000000096,0.1013685886140576
Canada,2027,2.8405702933399803,2.1815301964871807,64.59954821793941,0.21990000000000096,0.1013685886140576
Canada,2028,2.9632204147277608,2.238311572167315,64.59658359017257,0.207900000000001,0.1013685886140576
Canada,2029,3.035178089248436,2.297299636030993,64.62083038494328,0.21360000000000104,0.1013685886140576
Canada,2030,3.0725476270332495,2.3472877951852062,64.65355247683195,0.18180000000000096,0.1013685886140576
