country,year,gdp_growth_pct,inflation_consumer_prices_pct,trade_gdp_pct,poverty_rate,resilience_score
France,2026,1.4297895227828852,1.7555471357161536,66.45310470472063,0.09900000000000052,0.09272903442850941
France,2027,1.5065167623092295,1.6983114154019996,66.24181893271856,0.09900000000000052,0.09272903442850941
France,2028,1.5594740439476182,1.665440973282996,66.09688890665382,0.09900000000000052,0.09272903442850941
France,2029,1.5954379277825017,1.6482216803086902,65.99525118585731,0.09900000000000052,0.09272903442850941
France,2030,1.619422936643954,1.6407426010559467,65.92126959147214,0.09900000000000052,0.09272903442850941
Germany,2025,0.8001418184997978,1.8906799320842458,79.59745264152437,0.2616666666666678,0.10247304711998101
Germany,2026,1.3306768302092324,1.754018134678083,79.34589277961139,0.38631428571428555,0.10247304711998101
Germany,2027,1.6532532306116519,1.7453281569224184,79.3578256108036,0.3605071428571435,0.10247304711998101
Germany,2028,1.8286807780774819,1.797616087491149,79.48461586958155,0.3579285714285717,0.10247304711998101
Germany,2029,1.9080377824428045,1.8701778688765605,79.6395164123834,0.3607476190476194,0.10247304711998101
Germany,2030,1.9300028461483545,1.9408642533095888,79.778036876736,0.3607476190476194,0.10247304711998101
India,2025,6.490402854939912,5.085399865283979,44.46574668649811,5.2999523809523525,0.0712246805969701
India,2026,6.499500979951425,5.203679257403585,44.29771891109428,5.278619047619022,0.0712246805969701
India,2027,6.5104730504786685,5.309524657181998,44.162231696941305,5.013285714285717,0.0712246805969701
India,2028,6.522549676158109,5.404404938489814,44.0550108326667,4.706349206349207,0.0712246805969701
India,2029,6.535171335887744,5.489622545895104,43.9722523255996,4.506917460317473,0.0712246805969701
India,2030,6.5479375937467506,5.566329033387419,43.91058590017599,4.124028571428577,0.0712246805969701
Iran,2025,3.3015123381932234,31.571674360712603,49.03007819792248,2.502066666666667,0.03999991857144701
Iran,2026,3.4606121899882485,30.775096816954456,48.54889706714138,2.5174,0.03999991857144701
Iran,2027,3.561318453707569,30.06069269466983,48.212872926294125,2.5187333333333335,0.03999991857144701
Iran,2028,3.6276898702598865,29.423477326760363,47.981104431529545,2.5187333333333335,0.03999991857144701
Iran,2029,3.6731282893617614,28.858253071802377,47.82443387655444,2.5187333333333335,0.03999991857144701
Iran,2030,3.7052875468335893,28.35950258981041,47.721792651824984,2.5187333333333335,0.03999991857144701
Iraq,2025,9.171639122560528,2.3244792472429765,75.52070169064488,0.5272051282051283,0.05990231925642356
Iraq,2026,7.161077999025721,4.884054834792005,76.63207902909764,0.5316923076923082,0.05990231925642356
Iraq,2027,4.966866800782725,9.144239468566017,74.27344106127279,0.5272512820512828,0.05990231925642356
Iraq,2028,3.570612855082665,6.63713355460229,73.04097909846081,0.5317948717948723,0.05990231925642356
Iraq,2029,5.716645594052913,5.350089115506101,72.90451763021613,0.5244820512820519,0.05990231925642356
Iraq,2030,6.198004803198451,4.831365454354643,72.45194476370901,0.5152307692307697,0.05990231925642356
Israel,2025,2.22193212634937,1.9105067942932616,54.54359115419056,0.6577999999999982,0.1128606347796286
Israel,2026,3.038975237573606,1.6047413567422226,55.074565886590634,0.6475538461538446,0.1128606347796286
Israel,2027,3.3899758681967316,1.570744038550246,55.6283991575316,0.6335282051282035,0.1128606347796286
Israel,2028,3.509473790051926,1.5950107455221278,56.111495144180765,0.6335282051282035,0.1128606347796286
Israel,2029,3.5426115717449362,1.618415987504406,56.52427864626971,0.6335282051282035,0.1128606347796286
Israel,2030,3.5515167963055867,1.6326291709412972,56.88259871930527,0.6335282051282035,0.1128606347796286
Italy,2025,0.188846930218467,1.840465108711956,67.44755533885186,0.6713333333333309,0.09704287179683267
Italy,2026,1.1347890628972463,1.0482739366106002,66.58594691204334,0.6953333333333305,0.09704287179683267
Italy,2027,1.5618429854429312,0.6966838934534882,66.12648102794577,0.6530666666666647,0.09704287179683267
Italy,2028,1.8379502552725089,0.8181355652252873,66.2625699004251,0.573738461538461,0.09704287179683267
Italy,2029,2.0870651096602066,1.020067162976738,66.35012840911887,0.38268717948717956,0.09704287179683267
Italy,2030,2.242667778935212,1.2909363132844152,66.48366280385379,0.4564761904761914,0.09704287179683267
Japan,2025,0.24521485980920998,2.567086727399679,44.38567133748357,1.1999999999999933,0.08095770624282833
Japan,2026,0.354579307797004,2.428486795823651,43.74453122383517,1.1999999999999933,0.08095770624282833
Japan,2027,0.4313677971678954,2.313934178123489,43.19665648522887,1.1999999999999933,0.08095770624282833
Japan,2028,0.48741654769237175,2.217553928540811,42.72123084481076,1.1999999999999933,0.08095770624282833
Japan,2029,0.5299405001506267,2.1353077326930405,42.30373277988634,1.1999999999999933,0.08095770624282833
Japan,2030,0.5633861338040924,2.0643312059281316,41.93368950335157,1.1999999999999933,0.08095770624282833
Pakistan,2025,3.3815051093744475,12.200225445694517,27.566909255154222,16.5,0.08716902909294749
Pakistan,2026,3.498771876725842,11.85258578767322,27.657308148777705,16.5,0.08716902909294749
Pakistan,2027,3.5916356799768803,11.574309668672392,27.74652523867234,16.5,0.08716902909294749
Pakistan,2028,3.6644058226381837,11.352589215481899,27.832562255058356,16.5,0.08716902909294749
Pakistan,2029,3.7207392897699783,11.176752483858028,27.914031556814788,16.5,0.08716902909294749
Pakistan,2030,3.763722735873415,11.037947756101957,27.990030671274308,16.5,0.08716902909294749
Portugal,2025,2.1379299323633987,1.440579625989022,90.99639770770753,0.2050000000000011,0.11892415598271502
Portugal,2026,2.6053608113622353,1.2025069850191645,92.18522252426908,0.20000000000000104,0.11892415598271502
Portugal,2027,3.128832224941526,1.3350399979200027,93.7353480850976,0.20000000000000104,0.11892415598271502
Portugal,2028,3.5923551324712655,1.652143127177851,95.33837772525884,0.20000000000000104,0.11892415598271502
Portugal,2029,3.9265755434742644,1.9995771141356062,96.72779078098159,0.20000000000000104,0.11892415598271502
Portugal,2030,4.132231625856498,2.284594941030088,97.81024195700707,0.20000000000000104,0.11892415598271502
Russia,2025,3.4724582351919957,5.817352703483538,38.535054554788196,0.21019047619047732,0.09742158753182044
Russia,2026,2.8174621672480593,4.95035526545233,37.71390627616608,0.21161904761904868,0.09742158753182044
Russia,2027,2.324539359562906,4.130138858267131,37.01504711858672,0.23928571428571535,0.09742158753182044
Russia,2028,1.9522110554613712,3.3757371129407723,36.4141969035964,0.22128571428571514,0.09742158753182044
Russia,2029,1.6692274085974197,2.694711733976199,35.89162869962239,0.22128571428571514,0.09742158753182044
Russia,2030,1.4521375164062742,2.087436329531709,35.431415965082735,0.22895238095238188,0.09742158753182044
Saudi Arabia,2025,5.998664385962061,2.2221196030481556,56.2646263826999,7.950789176580414,0.10367822833883103
Saudi Arabia,2026,5.364183149711957,1.412898643894513,56.978099955170634,7.950789176580414,0.10367822833883103
Saudi Arabia,2027,3.5490369317297326,1.2751487830985049,58.25108893043973,7.950789176580414,0.10367822833883103
Saudi Arabia,2028,3.410922069458371,1.5649042450867743,60.444998408047006,7.950789176580414,0.10367822833883103
Saudi Arabia,2029,4.319186840009024,1.9076847777159243,62.690733129538756,7.950789176580414,0.10367822833883103
Saudi Arabia,2030,4.560276722401002,2.0163205700099116,64.37180400803186,7.950789176580414,0.10367822833883103
Spain,2025,3.044422367963896,2.6447878698832694,70.1492092531846,0.793000000000004,0.11055843750251067
Spain,2026,2.981674798583411,2.549500074694867,70.05853484668438,0.793000000000004,0.11055843750251067
Spain,2027,2.9481479080285213,2.4836539678985092,70.0192998845763,0.7936666666666706,0.11055843750251067
Spain,2028,2.9332584047189876,2.4407840946199997,70.0174965155814,0.7936666666666706,0.11055843750251067
Spain,2029,2.9294479102621223,2.4145653142047423,70.04106280076871,0.7936666666666706,0.11055843750251067
Spain,2030,2.931646109340933,2.3996722317719645,70.08060690955593,0.7936666666666706,0.11055843750251067
Sri Lanka,2025,5.072843223808314,3.654513233996882,42.94367430619578,2.756866666666676,0.1548932025628098
Sri Lanka,2026,5.054932967729559,5.830457014401394,43.23251919897889,2.7096666666666773,0.1548932025628098
Sri Lanka,2027,5.003448859059934,7.117804719527246,43.36789177508265,2.7006666666666774,0.1548932025628098
Sri Lanka,2028,4.94325492434551,7.873340048945874,43.41287957998844,2.7060000000000106,0.1548932025628098
Sri Lanka,2029,4.886147126920068,8.312205609536798,43.40568494109854,2.7060000000000106,0.1548932025628098
Sri Lanka,2030,4.836906319123918,8.563686454784659,43.369341122363046,2.6976666666666778,0.1548932025628098
Sweden,2025,1.589448115122594,2.487286277836418,103.75632014207815,1.129333333333337,0.12837416916755734
Sweden,2026,1.6142378100397687,2.6102642998093666,103.40530123427122,1.057250000000002,0.12837416916755734
Sweden,2027,1.5744552241371244,2.6754363936254286,103.06270111765008,0.9700833333333346,0.12837416916755734
Sweden,2028,1.5713284491878623,2.671850138713679,102.67376152701591,0.6530000000000008,0.12837416916755734
Sweden,2029,1.5872189776274332,2.6502979372840247,102.28891123000521,0.6957333333333331,0.12837416916755734
Sweden,2030,1.6052920780803595,2.6303154813853498,101.9305870983237,0.6320666666666666,0.12837416916755734
UK,2025,1.5778656033839975,2.7050409113169165,61.49902598873783,0.5023333333333333,0.07976410158965812
UK,2026,1.8425437834231424,2.4753502123683626,61.08092857914218,0.501102564102564,0.07976410158965812
UK,2027,1.9816378541400272,2.4099253910410665,60.907255573192415,0.5021025641025642,0.07976410158965812
UK,2028,2.0496772727940393,2.4159797080609335,60.84467310394144,0.5025384615384616,0.07976410158965812
UK,2029,2.079463342456321,2.446694275527328,60.825098615607295,0.5025384615384616,0.07976410158965812
UK,2030,2.089911395835505,2.4805274908534534,60.816569132066654,0.5025384615384616,0.07976410158965812
USA,2025,2.7695159238127385,3.0146208221812705,24.969863037136644,1.1999999999999933,0.0815752900880806
USA,2026,2.744403582220659,3.0636785437875247,25.040496013745642,1.1999999999999933,0.0815752900880806
USA,2027,2.721206534594079,3.0997364044651743,25.10193846917179,1.1999999999999933,0.0815752900880806
USA,2028,2.7000682893281165,3.125325593159185,25.155882186340396,1.1999999999999933,0.0815752900880806
USA,2029,2.680992265565737,3.1425406017205573,25.20371679169572,1.1999999999999933,0.0815752900880806
USA,2030,2.66389241328277,3.1531035093770563,25.246577635600072,1.1999999999999933,0.0815752900880806
